Наименование цеха,Id,Name,Id.1,Name.1,dStart,Day,DurationInDays,OccupiedPercentage,UnavailablePercentage,TotalCapacity.1
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR4O1,УНРС-4,2021-10-21,14,1,100,50.8145,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR4O1,УНРС-4,2021-10-22,15,1,25,15.682,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR2O1,УНРС-2,2021-10-22,15,1,100,32.16,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR6O1,УНРС-6,2021-10-22,15,1,91,14.785,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR3O1,УНРС-3,2021-10-22,15,1,41,40.675,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR6O1,УНРС-6,2021-10-23,16,1,29,14.785,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR2O1,УНРС-2,2021-10-23,16,1,100,32.16,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR3O1,УНРС-3,2021-10-23,16,1,75,40.675,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR4O1,УНРС-4,2021-10-23,16,1,100,15.682,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR3O1,УНРС-3,2021-10-24,17,1,100,40.675,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR6O1,УНРС-6,2021-10-24,17,1,15,14.785,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR4O1,УНРС-4,2021-10-24,17,1,86,15.682,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR2O1,УНРС-2,2021-10-24,17,1,70,32.16,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR4O1,УНРС-4,2021-10-25,18,1,24,15.682,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR2O1,УНРС-2,2021-10-25,18,1,94,66.08,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR3O1,УНРС-3,2021-10-25,18,1,41,40.675,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR6O1,УНРС-6,2021-10-25,18,1,87,14.785,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR3O1,УНРС-3,2021-10-26,19,1,45,40.675,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR4O1,УНРС-4,2021-10-26,19,1,16,15.682,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR2O1,УНРС-2,2021-10-26,19,1,76,32.16,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR6O1,УНРС-6,2021-10-26,19,1,50,50.29125,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR4O1,УНРС-4,2021-10-27,20,1,49,15.682,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR2O1,УНРС-2,2021-10-27,20,1,54,32.16,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR3O1,УНРС-3,2021-10-27,20,1,68,67.865625,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR6O1,УНРС-6,2021-10-27,20,1,15,14.785,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR6O1,УНРС-6,2021-10-28,21,1,69,14.785,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR4O1,УНРС-4,2021-10-28,21,1,100,50.8145,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR2O1,УНРС-2,2021-10-28,21,1,80,32.16,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR3O1,УНРС-3,2021-10-28,21,1,41,40.675,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR6O1,УНРС-6,2021-10-29,22,1,15,14.785,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR4O1,УНРС-4,2021-10-29,22,1,51,15.682,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR3O1,УНРС-3,2021-10-29,22,1,41,40.675,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR2O1,УНРС-2,2021-10-29,22,1,77,32.16,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR3O1,УНРС-3,2021-10-30,23,1,41,40.675,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR4O1,УНРС-4,2021-10-30,23,1,16,15.682,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR6O1,УНРС-6,2021-10-30,23,1,76,14.785,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR2O1,УНРС-2,2021-10-30,23,1,90,32.16,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR3O1,УНРС-3,2021-10-31,24,1,41,40.675,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR6O1,УНРС-6,2021-10-31,24,1,29,14.785,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR2O1,УНРС-2,2021-10-31,24,1,88,32.16,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR4O1,УНРС-4,2021-10-31,24,1,16,15.682,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR2O1,УНРС-2,2021-11-01,25,1,38,32.16,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR4O1,УНРС-4,2021-11-01,25,1,16,15.682,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR3O1,УНРС-3,2021-11-01,25,1,53,40.675,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR6O1,УНРС-6,2021-11-01,25,1,45,14.785,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR6O1,УНРС-6,2021-11-02,26,1,61,14.785,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR2O1,УНРС-2,2021-11-02,26,1,39,32.16,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR3O1,УНРС-3,2021-11-02,26,1,74,40.675,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR4O1,УНРС-4,2021-11-02,26,1,16,15.682,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR4O1,УНРС-4,2021-11-03,27,1,16,15.682,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR6O1,УНРС-6,2021-11-03,27,1,15,14.785,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR2O1,УНРС-2,2021-11-03,27,1,32,32.16,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR3O1,УНРС-3,2021-11-03,27,1,41,40.675,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR2O1,УНРС-2,2021-11-04,28,1,32,32.16,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR6O1,УНРС-6,2021-11-04,28,1,15,14.785,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR4O1,УНРС-4,2021-11-04,28,1,16,15.682,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR3O1,УНРС-3,2021-11-04,28,1,41,40.675,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR4O1,УНРС-4,2021-11-05,29,1,16,15.682,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR6O1,УНРС-6,2021-11-05,29,1,15,14.785,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR2O1,УНРС-2,2021-11-05,29,1,32,32.16,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR3O1,УНРС-3,2021-11-05,29,1,41,40.675,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR4O1,УНРС-4,2021-11-06,30,1,16,15.682,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR6O1,УНРС-6,2021-11-06,30,1,15,14.785,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR2O1,УНРС-2,2021-11-06,30,1,32,32.16,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR3O1,УНРС-3,2021-11-06,30,1,41,40.675,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR6O1,УНРС-6,2021-11-07,31,1,15,14.785,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR4O1,УНРС-4,2021-11-07,31,1,16,15.682,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR2O1,УНРС-2,2021-11-07,31,1,32,32.16,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR3O1,УНРС-3,2021-11-07,31,1,41,40.675,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR4O1,УНРС-4,2021-11-08,32,1,16,15.682,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR2O1,УНРС-2,2021-11-08,32,1,32,32.16,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR6O1,УНРС-6,2021-11-08,32,1,15,14.785,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR3O1,УНРС-3,2021-11-08,32,1,41,40.675,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR6O1,УНРС-6,2021-11-09,33,1,15,14.785,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR3O1,УНРС-3,2021-11-09,33,1,41,40.675,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR2O1,УНРС-2,2021-11-09,33,1,66,66.08,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR4O1,УНРС-4,2021-11-09,33,1,16,15.682,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR3O1,УНРС-3,2021-11-10,34,1,41,40.675,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR6O1,УНРС-6,2021-11-10,34,1,15,14.785,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR4O1,УНРС-4,2021-11-10,34,1,16,15.682,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR2O1,УНРС-2,2021-11-10,34,1,32,32.16,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR2O1,УНРС-2,2021-11-11,35,1,32,32.16,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR6O1,УНРС-6,2021-11-11,35,1,45,14.785,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR4O1,УНРС-4,2021-11-11,35,1,16,15.682,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR3O1,УНРС-3,2021-11-11,35,1,41,40.675,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR4O1,УНРС-4,2021-11-12,36,1,16,15.682,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR2O1,УНРС-2,2021-11-12,36,1,32,32.16,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR6O1,УНРС-6,2021-11-12,36,1,15,14.785,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR3O1,УНРС-3,2021-11-12,36,1,41,40.675,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR2O1,УНРС-2,2021-11-13,37,1,32,32.16,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR4O1,УНРС-4,2021-11-13,37,1,16,15.682,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR6O1,УНРС-6,2021-11-13,37,1,15,14.785,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR3O1,УНРС-3,2021-11-13,37,1,41,40.675,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR6O1,УНРС-6,2021-11-14,38,1,15,14.785,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR2O1,УНРС-2,2021-11-14,38,1,32,32.16,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR4O1,УНРС-4,2021-11-14,38,1,16,15.682,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR3O1,УНРС-3,2021-11-14,38,1,41,40.675,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR4O1,УНРС-4,2021-11-15,39,1,16,15.682,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR3O1,УНРС-3,2021-11-15,39,1,41,40.675,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR6O1,УНРС-6,2021-11-15,39,1,15,14.785,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR2O1,УНРС-2,2021-11-15,39,1,32,32.16,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR4O1,УНРС-4,2021-11-16,40,1,16,15.682,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR6O1,УНРС-6,2021-11-16,40,1,15,14.785,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR2O1,УНРС-2,2021-11-16,40,1,32,32.16,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR3O1,УНРС-3,2021-11-16,40,1,41,40.675,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR2O1,УНРС-2,2021-11-17,41,1,32,32.16,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR4O1,УНРС-4,2021-11-17,41,1,16,15.682,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR6O1,УНРС-6,2021-11-17,41,1,15,14.785,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR3O1,УНРС-3,2021-11-17,41,1,41,40.675,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR4O1,УНРС-4,2021-11-18,42,1,16,15.682,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR2O1,УНРС-2,2021-11-18,42,1,32,32.16,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR3O1,УНРС-3,2021-11-18,42,1,41,40.675,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR6O1,УНРС-6,2021-11-18,42,1,15,14.785,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR2O1,УНРС-2,2021-11-19,43,1,32,32.16,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR6O1,УНРС-6,2021-11-19,43,1,15,14.785,4 days
06.КЦ-1,G_UNRO1,"Конвертерный цех 1 УНРС 2,3,4,6",S_UNR4O1,УНРС-4,2021-11-19,43,1,16,15.682,4 days
